source,target,predicate,ev_count
Cerebral_Amyloid_Angiopathy,Alzheimers,CAUSES,12
Cerebral_Ischemia,Cessation_of_life,CAUSES,136
Cerebral_atrophy,Alzheimers,CAUSES,12
Cerebral_hemisphere_hemorrhage,Cessation_of_life,CAUSES,110
Cerebrospinal_Fluid,Alzheimers,CAUSES,17
Cerebrovascular_Disorders,Cessation_of_life,CAUSES,328
Cerebrovascular_accident,Cessation_of_life,CAUSES,3038
Cerebrovascular_accident,Disability_NOS,CAUSES,964
Cerebrovascular_accident,Hemiparesis,CAUSES,167
Cerebrovascular_accident,Hemiplegia,CAUSES,131
Cerebrovascular_accident,Hypertension,CAUSES,22
Cervical_Ripening,Labor_Childbirth,CAUSES,120
Chemicals,Neoplasm,CAUSES,112
Chemicals,Oxidative_Stress,CAUSES,104
Chemicals,Toxic_effect,CAUSES,262
Chemokine_C_C_Motif_Ligand_4_CCL4,Fibrosis,CAUSES,263
Chemokine_C_C_Motif_Ligand_4_CCL4,Injury,CAUSES,768
Chemokine_C_C_Motif_Ligand_4_CCL4,Oxidative_Stress,CAUSES,106
Chemokine_C_C_Motif_Ligand_4_CCL4,Toxic_effect,CAUSES,147
Chlorpyrifos,Toxic_effect,CAUSES,100
Cholesterol,Alzheimers,CAUSES,42
Cholesterol,Atherosclerosis,CAUSES,205
Chronic_Disease,Cessation_of_life,CAUSES,243
Chronic_Disease,Disability_NOS,CAUSES,136
Chronic_Kidney_Diseases,Hypertension,CAUSES,19
Chronic_Obstructive_Airway_Disease,Cessation_of_life,CAUSES,843
Chronic_Obstructive_Airway_Disease,Hospitalization,CAUSES,113
Chronic_infectious_disease,Fibrosis,CAUSES,143
Chronic_inflammation,Alzheimers,CAUSES,19
Chronic_inflammation,Hypertension,CAUSES,12
Chymosin_REN,Hypertension,CAUSES,15
Cigarette_smoke,Inflammation,CAUSES,198
Cigarette_smoke,Injury,CAUSES,104
Cigarette_smoke,Oxidative_Stress,CAUSES,135
Cisplatin,Injury,CAUSES,471
Cisplatin,Kidney_Failure_Acute,CAUSES,567
Cisplatin,Oxidative_Stress,CAUSES,156
Cisplatin,Toxic_effect,CAUSES,535
Clip,Hypertension,CAUSES,16
Clipping,Hypertension,CAUSES,14
Closure_by_clamp,Hypertension,CAUSES,10
Closure_by_clamp,Ischemia,CAUSES,205
Cocaine,Hyperactive_behavior,CAUSES,142
Cocaine,Hypertension,CAUSES,17
Communicable_Diseases,Cessation_of_life,CAUSES,636
Compression_procedure,Hypertension,CAUSES,36
Concanavalin_A,Injury,CAUSES,234
Congenital_Abnormality,Hypertension,CAUSES,17
Congestive_heart_failure,Cessation_of_life,CAUSES,179
Congestive_heart_failure,Hospitalization,CAUSES,112
Conn_Syndrome,Hypertension,CAUSES,376
Conn_Syndrome,Secondary_hypertension,CAUSES,243
Constriction_procedure,Cardiac_Hypertrophy,CAUSES,175
Constriction_procedure,Heart_failure,CAUSES,110
Constriction_procedure,Hypertension,CAUSES,58
Contraceptives_Oral,Hypertension,CAUSES,35
Contrast_Media,Kidney_Diseases,CAUSES,215
Contrast_Media,Kidney_Failure_Acute,CAUSES,107
Copper,Alzheimers,CAUSES,12
Coronary_Arteriosclerosis,Cessation_of_life,CAUSES,1256
Coronary_Arteriosclerosis,Heart_failure,CAUSES,220
Coronary_Arteriosclerosis,Myocardial_Infarction,CAUSES,122
Coronary_Artery_Vasospasm,Myocardial_Infarction,CAUSES,103
Coronary_Occlusion,Myocardial_Infarction,CAUSES,128
Coronary_heart_disease,Cessation_of_life,CAUSES,780
Coronavirus_Infections,COVID_19,CAUSES,333
Corticosterone,Hypertension,CAUSES,13
Corticotropin,Hypertension,CAUSES,99
Cushing_Syndrome,Hypertension,CAUSES,10
Cyclophosphamide,Toxic_effect,CAUSES,207
Cyclosporine,Gingival_Overgrowth,CAUSES,248
Cyclosporine,Hypertension,CAUSES,322
Cyclosporine,NEPHROTOXICITY,CAUSES,332
DNA_Mitochondrial,Alzheimers,CAUSES,10
DOCA,Hypertension,CAUSES,17
Death_Sudden,Cessation_of_life,CAUSES,177
Death_Sudden_Cardiac,Cessation_of_life,CAUSES,221
Degenerative_abnormality,Alzheimers,CAUSES,49
Degenerative_abnormality,Blind_Vision,CAUSES,126
Degenerative_abnormality,Hypertension,CAUSES,12
Degenerative_abnormality,Parkinson_Disease,CAUSES,254
Degenerative_polyarthritis,Disability_NOS,CAUSES,478
Dementia,Alzheimers,CAUSES,61
Denervation,Hypertension,CAUSES,22
Deoxycorticosterone,Hypertension,CAUSES,49
Deterioration,Alzheimers,CAUSES,10
Dexamethasone,Apoptosis,CAUSES,562
Dexamethasone,Hypertension,CAUSES,65
Dexamethasone,Insulin_Resistance,CAUSES,112
Dextran,Edema,CAUSES,152
Dextran_Sulfate,Inflammation,CAUSES,101
Dextran_Sulfate_Sodium,Inflammation,CAUSES,214
Diabetes,Alzheimers,CAUSES,22
Diabetes,Blind_Vision,CAUSES,167
Diabetes,Cessation_of_life,CAUSES,502
Diabetes,End_stage_renal_failure,CAUSES,264
Diabetes,Endothelial_dysfunction,CAUSES,132
Diabetes,Hyperglycemia,CAUSES,145
Diabetes,Hypertension,CAUSES,43
Diabetes,Inflammation,CAUSES,101
Diabetes,Kidney_Diseases,CAUSES,112
Diabetes,Kidney_Failure_Chronic,CAUSES,187
Diabetes_Mellitus,Cessation_of_life,CAUSES,183
Diabetes_Mellitus,End_stage_renal_failure,CAUSES,202
Diabetes_Mellitus,Hypertension,CAUSES,15
Diabetes_Mellitus,Kidney_Failure_Chronic,CAUSES,131
Diabetes_Mellitus_Non_Insulin_Dependent,Alzheimers,CAUSES,15
Diabetes_Mellitus_Non_Insulin_Dependent,Cessation_of_life,CAUSES,109
Diabetic_Nephropathy,End_stage_renal_failure,CAUSES,942
Diabetic_Nephropathy,Hypertension,CAUSES,10
Diabetic_Nephropathy,Kidney_Failure,CAUSES,180
Diabetic_Nephropathy,Kidney_Failure_Chronic,CAUSES,654
Diarrhea,Cessation_of_life,CAUSES,317
Diarrheal_disorder,Cessation_of_life,CAUSES,105
Diet,Alzheimers,CAUSES,18
Diet,Atherosclerosis,CAUSES,512
Diet,Diabetes,CAUSES,193
Diet,Diabetes_Mellitus_Non_Insulin_Dependent,CAUSES,165
Diet,Dyslipidemias,CAUSES,126
Diet,Fatty_Liver,CAUSES,534
Diet,Fatty_degeneration,CAUSES,141
Diet,Fibrosis,CAUSES,124
Diet,Glucose_Intolerance,CAUSES,112
Diet,Hyperglycemia,CAUSES,108
Diet,Hyperhomocysteinemia,CAUSES,134
Diet,Hyperlipidemia,CAUSES,265
Diet,Hypertension,CAUSES,526
Diet,Inflammation,CAUSES,399
Diet,Injury,CAUSES,113
Diet,Insulin_Resistance,CAUSES,891
Diet,Metabolic_Diseases,CAUSES,195
Diet,Metabolic_syndrome,CAUSES,202
Diet,Mouse_Model,CAUSES,113
Diet,Non_alcoholic_Fatty_Liver_Disease,CAUSES,366
Diet,Nonalcoholic_Steatohepatitis,CAUSES,241
Diet,Obesity,CAUSES,5156
Diet,Oxidative_Stress,CAUSES,194
Diet,Steatohepatitis_non_alcoholic,CAUSES,100
Diet,hypercholesterolemia,CAUSES,414
Diet_High_Fat,Arteriosclerosis,CAUSES,134
Diet_High_Fat,Diabetes,CAUSES,114
Diet_High_Fat,Diabetes_Mellitus_Non_Insulin_Dependent,CAUSES,184
Diet_High_Fat,Dysbiosis,CAUSES,163
Diet_High_Fat,Fatty_Liver,CAUSES,342
Diet_High_Fat,Hyperlipidemia,CAUSES,151
Diet_High_Fat,Hypertension,CAUSES,32
Diet_High_Fat,Inflammation,CAUSES,413
Diet_High_Fat,Insulin_Resistance,CAUSES,1019
Diet_High_Fat,Metabolic_Diseases,CAUSES,176
Diet_High_Fat,Non_alcoholic_Fatty_Liver_Disease,CAUSES,527
Diet_High_Fat,Nonalcoholic_Steatohepatitis,CAUSES,138
Diet_High_Fat,Obesity,CAUSES,1876
Diet_Protein_Restricted,Hypertension,CAUSES,19
Disease_Progression,Cessation_of_life,CAUSES,142
Dopamine,Hypertension,CAUSES,28
Dopamine_Receptor,Hypertension,CAUSES,13
Down_Syndrome,Alzheimers,CAUSES,14
Doxorubicin,Cardiomyopathies,CAUSES,412
Doxorubicin,Heart_failure,CAUSES,114
Doxorubicin,Injury,CAUSES,161
Doxorubicin,Oxidative_Stress,CAUSES,302
Doxorubicin,Toxic_effect,CAUSES,466
Drinking_Water,Hypertension,CAUSES,20
ERCC8_CSH1_HSPA9,Hypertension,CAUSES,24
Embolism,Cerebrovascular_accident,CAUSES,129
Embolism,Hypertension,CAUSES,13
Emotional_Stress,Hypertension,CAUSES,12
Endocrine_System_Diseases,Hypertension,CAUSES,13
Endopeptidases,Alzheimers,CAUSES,10
Endopeptidases,Cytokinesis_of_the_fertilized_ovum,CAUSES,119
Endothelial_dysfunction,Atherosclerosis,CAUSES,128
Endothelial_dysfunction,Cardiovascular_Diseases,CAUSES,102
Endothelial_dysfunction,Hypertension,CAUSES,59
Endothelin,Hypertension,CAUSES,32
Endothelin_1,Hypertension,CAUSES,39
Endotoxins,Inflammation,CAUSES,408
Endotoxins,Inflammatory_Response,CAUSES,170
Endotoxins,Injury,CAUSES,451
Epilepsy,Cessation_of_life,CAUSES,175
Epinephrine,Hyperglycemia,CAUSES,111
Epinephrine,Hypertension,CAUSES,60
Epinephrine,Platelet_aggregation,CAUSES,279
Epinephrine,cardiac_arrhythmia,CAUSES,227
Erythropoietin,Hypertension,CAUSES,59
Essential_Hypertension,Hypertension,CAUSES,18
Estrogens,Apoptosis,CAUSES,114
Estrogens,Hypertension,CAUSES,23
Estrogens,Malignant_neoplasm_of_breast,CAUSES,129
Ethanol,Apoptosis,CAUSES,363
Ethanol,Cell_Death,CAUSES,154
Ethanol,Congenital_Abnormality,CAUSES,116
Ethanol,Death_finding,CAUSES,106
Ethanol,Fatty_Liver,CAUSES,254
Ethanol,Fatty_degeneration,CAUSES,159
Ethanol,Fibrosis,CAUSES,160
Ethanol,Gastric_mucosal_lesion,CAUSES,109
Ethanol,Gastric_ulcer,CAUSES,361
Ethanol,Hepatotoxicity,CAUSES,177
Ethanol,Hypertension,CAUSES,78
Ethanol,Inflammation,CAUSES,136
Ethanol,Injury,CAUSES,1289
Ethanol,Injury_of_stomach,CAUSES,305
Ethanol,Lesion,CAUSES,276
Ethanol,Lesion_of_stomach,CAUSES,476
Ethanol,Liver_damage,CAUSES,218
Ethanol,Liver_diseases,CAUSES,123
Ethanol,Nerve_Degeneration,CAUSES,113
Ethanol,Oxidative_Stress,CAUSES,471
Ethanol,Pancreatitis,CAUSES,100
Ethanol,Sedation,CAUSES,127
Ethanol,Stress,CAUSES,121
Ethanol,Toxic_effect,CAUSES,239
Ethanol,Ulcer,CAUSES,304
Ethanol,cell_injury,CAUSES,103
Etomidate,Lack_of_sensation,CAUSES,114
Excision,Hypertension,CAUSES,19
Fatty_Acids,Insulin_Resistance,CAUSES,103
Fatty_Acids_Nonesterified,Insulin_Resistance,CAUSES,242
Fentanyl,Lack_of_sensation,CAUSES,195
Fetal_Growth_Retardation,Hypertension,CAUSES,17
Fibromuscular_Dysplasia,Hypertension,CAUSES,40
Fibrosis,Cessation_of_life,CAUSES,165
Fibrosis,Hypertension,CAUSES,15
Fibrosis,Hypertension_Portal,CAUSES,182
Fluid_overload,Hypertension,CAUSES,17
Fluorouracil,Toxic_effect,CAUSES,112
Formalin,Edema,CAUSES,132
Free_Radicals,Alzheimers,CAUSES,16
Free_Radicals,DNA_Damage,CAUSES,144
Free_Radicals,Injury,CAUSES,208
Free_Radicals,Oxidative_Stress,CAUSES,438
Free_Radicals,cell_injury,CAUSES,152
Freund_s_Adjuvant,Inflammation,CAUSES,350
Fructose,Hypertension,CAUSES,229
Fructose,Insulin_Resistance,CAUSES,137
Galactosamine,Injury,CAUSES,286
Gene_Mutation,Alzheimers,CAUSES,31
Glomerulonephritis,End_stage_renal_failure,CAUSES,117
Glucocorticoid_remediable_aldosteronism,Hypertension,CAUSES,14
Glucocorticoids,Bone_necrosis,CAUSES,133
Glucocorticoids,Hypertension,CAUSES,216
Glucocorticoids,Insulin_Resistance,CAUSES,129
Glucocorticoids,Muscular_Atrophy,CAUSES,114
Glucocorticoids,Osteoporosis,CAUSES,1067
Glucocorticoids,loss_bone,CAUSES,137
Glucose,Hyperglycemia,CAUSES,241
Glucose,Injury,CAUSES,275
Glucose,Insulin_Resistance,CAUSES,123
Glucose,Oxidative_Stress,CAUSES,321
Glutamate,Cessation_of_life,CAUSES,295
Glutamate,Injury,CAUSES,141
Glutamate,Oxidative_Stress,CAUSES,122
Glutamate,Toxic_effect,CAUSES,220
Glycerol,Kidney_Failure_Acute,CAUSES,234
Glycogen_Synthase_Kinase_3,Alzheimers,CAUSES,15
Glycosylation_End_Products_Advanced,Alzheimers,CAUSES,10
Glycosylation_End_Products_Advanced,Apoptosis,CAUSES,100
Glycyrrhizic_Acid,Hypertension,CAUSES,13
HIV_Infections,Cessation_of_life,CAUSES,110
Halothane,Lack_of_sensation,CAUSES,137
Heart_Arrest,Cessation_of_life,CAUSES,267
Heart_Diseases,Cessation_of_life,CAUSES,869
Heart_Diseases,Heart_failure,CAUSES,102
Heart_Diseases,Hypertension_Pulmonary,CAUSES,152
Heart_failure,Cessation_of_life,CAUSES,1080
Heart_failure,Hospital_admission,CAUSES,121
Heart_failure,Hospitalization,CAUSES,864
Heart_failure,Hypertension,CAUSES,15
Helicobacter_pylori,Inflammation,CAUSES,202
Hemolytic_Uremic_Syndrome,Kidney_Failure_Acute,CAUSES,155
Hemorrhage,Cessation_of_life,CAUSES,332
Hepatitis_B,Fibrosis,CAUSES,140
Hepatitis_B_Virus,Fibrosis,CAUSES,114
Hepatitis_C,Fibrosis,CAUSES,130
Hepatitis_C_virus,Fibrosis,CAUSES,326
Herpesvirus_1_Human,Alzheimers,CAUSES,20
Histamine,Edema,CAUSES,154
Hydrocortisone,Hypertension,CAUSES,40
Hydrogen_Peroxide,Injury,CAUSES,629
Hydrogen_Peroxide,Oxidative_Stress,CAUSES,1645
Hydrogen_Peroxide,Toxic_effect,CAUSES,195
Hydronephrosis,Hypertension,CAUSES,22
Hyperaldosteronism,Hypertension,CAUSES,29
Hypercalcemia,Hypertension,CAUSES,10
Hyperglycemia,Diabetes,CAUSES,111
Hyperglycemia,Endothelial_dysfunction,CAUSES,195
Hyperglycemia,Hypertension,CAUSES,13
Hyperglycemia,Inflammation,CAUSES,108
Hyperinsulinism,Hypertension,CAUSES,55
Hyperinsulinism,hypoglycemia,CAUSES,122
Hypernatremia,Hypertension,CAUSES,35
Hyperparathyroidism,Hypercalcemia,CAUSES,112
Hyperparathyroidism_Primary,Hypercalcemia,CAUSES,256
Hyperphagia,Obesity,CAUSES,147
Hyperplasia,Hypertension,CAUSES,13
Hypertension,Abdominal_compartment_syndrome,CAUSES,18
Hypertension,Abnormal_renal_function,CAUSES,16
Hypertension,Alzheimers,CAUSES,11
Hypertension,Arteriosclerosis,CAUSES,25
Hypertension,Atherosclerosis,CAUSES,44
Hypertension,Atrial_Fibrillation,CAUSES,28
Hypertension,Blood_Pressure,CAUSES,42
Hypertension,Brain_Edema,CAUSES,11
Hypertension,Brain_hemorrhage,CAUSES,13
Hypertension,Cardiac_Hypertrophy,CAUSES,268
Hypertension,Cardiac_complication,CAUSES,14
Hypertension,Cardiomyopathies,CAUSES,16
Hypertension,Cardiovascular_Diseases,CAUSES,486
Hypertension,Cardiovascular_morbidity,CAUSES,81
Hypertension,Cerebral_Edema,CAUSES,10
Hypertension,Cerebral_Hemorrhage,CAUSES,13
Hypertension,Cerebral_hemisphere_hemorrhage,CAUSES,57
Hypertension,Cerebrovascular_Disorders,CAUSES,18
Hypertension,Cerebrovascular_accident,CAUSES,276
Hypertension,Cessation_of_life,CAUSES,750
Hypertension,Chronic_Kidney_Diseases,CAUSES,36
Hypertension,Chronic_heart_failure,CAUSES,11
Hypertension,Congestive_heart_failure,CAUSES,43
Hypertension,Coronary_Arteriosclerosis,CAUSES,25
Hypertension,Coronary_heart_disease,CAUSES,20
Hypertension,Dementia_Vascular,CAUSES,19
Hypertension,Diabetes,CAUSES,21
Hypertension,Diabetes_Mellitus,CAUSES,11
Hypertension,Diabetes_Mellitus_Non_Insulin_Dependent,CAUSES,10
Hypertension,Diabetic_Nephropathy,CAUSES,11
Hypertension,Diastolic_dysfunction,CAUSES,23
Hypertension,Disability_NOS,CAUSES,24
Hypertension,Dissection_of_aorta,CAUSES,14
Hypertension,Edema,CAUSES,28
Hypertension,Encephalopathies,CAUSES,17
Hypertension,End_stage_renal_failure,CAUSES,324
Hypertension,Endothelial_dysfunction,CAUSES,73
Hypertension,Erectile_dysfunction,CAUSES,20
Hypertension,Essential_Hypertension,CAUSES,21
Hypertension,Extravasation,CAUSES,12
Hypertension,Fetal_Growth_Retardation,CAUSES,15
Hypertension,Fibrosis,CAUSES,56
Hypertension,Glomerulosclerosis,CAUSES,14
Hypertension,Growth,CAUSES,10
Hypertension,Headache,CAUSES,28
Hypertension,Heart_Diseases,CAUSES,47
Hypertension,Heart_failure,CAUSES,470
Hypertension,Hospital_admission,CAUSES,12
Hypertension,Hospitalization,CAUSES,24
Hypertension,Hypertension_Pulmonary,CAUSES,12
Hypertension,Hypertensive_heart_disease_NOS,CAUSES,10
Hypertension,Hypertrophic_Cardiomyopathy,CAUSES,19
Hypertension,Hypertrophy,CAUSES,262
Hypertension,Hypertrophy_Left_Ventricular,CAUSES,548
Hypertension,Hypoxia,CAUSES,12
Hypertension,Infarction,CAUSES,11
Hypertension,Inflammation,CAUSES,27
Hypertension,Insulin_Resistance,CAUSES,19
Hypertension,Intracranial_Hemorrhages,CAUSES,11
Hypertension,Ischemia,CAUSES,20
Hypertension,Ischemic_stroke,CAUSES,12
Hypertension,Kidney_Diseases,CAUSES,65
Hypertension,Kidney_Failure,CAUSES,71
Hypertension,Kidney_Failure_Acute,CAUSES,10
Hypertension,Kidney_Failure_Chronic,CAUSES,254
Hypertension,Labor_Childbirth,CAUSES,42
Hypertension,Lack_of_sensation,CAUSES,13
Hypertension,Myocardial_Infarction,CAUSES,38
Hypertension,Myocardial_Ischemia,CAUSES,23
Hypertension,Myocardial_dysfunction,CAUSES,13
Hypertension,Myocardial_fibrosis,CAUSES,18
Hypertension,Nephrosclerosis,CAUSES,15
Hypertension,Obesity,CAUSES,16
Hypertension,Pathogenesis,CAUSES,11
Hypertension,Pathological_Dilatation,CAUSES,11
Hypertension,Posterior_reversible_encephalopathy_syndrome,CAUSES,15
Hypertension,Pre_Eclampsia,CAUSES,19
Hypertension,Pregnancy,CAUSES,32
Hypertension,Premature_Birth,CAUSES,18
