source,target,predicate,ev_count
Nitric_Oxide_Synthase,Hypertension,CAUSES,32
Nitroarginine,Hypertension,CAUSES,12
Noise,Hypertension,CAUSES,22
Norepinephrine,Hypertension,CAUSES,101
NOS3_protein_human_NOS3,Hypertension,CAUSES,26
Obstruction,Hypertension,CAUSES,60
Okadaic_Acid,Alzheimers,CAUSES,21
Operative_Surgical_Procedures,Hypertension,CAUSES,41
Ouabain,Hypertension,CAUSES,60
Overweight,Hypertension,CAUSES,14
Oxidation,Alzheimers,CAUSES,16
Oxidative_Stress,Alzheimers,CAUSES,232
Oxidative_Stress,Hypertension,CAUSES,96
Paraganglioma,Hypertension,CAUSES,14
Pathologic_Processes,Alzheimers,CAUSES,29
Peptidyl_Dipeptidase_A,Hypertension,CAUSES,20
Perinephritis,Hypertension,CAUSES,12
Pharmacotherapy,Hypertension,CAUSES,13
Phenylephrine,Hypertension,CAUSES,101
Pheochromocytoma,Hypertension,CAUSES,169
Plasma,Hypertension,CAUSES,14
Players,Alzheimers,CAUSES,19
Polymorphism_Genetic,Alzheimers,CAUSES,13
Polymorphism_Genetic,Hypertension,CAUSES,16
Potassium,Hypertension,CAUSES,10
presenilin,Alzheimers,CAUSES,37
presenilin_1,Alzheimers,CAUSES,22
Pressors,Hypertension,CAUSES,15
Prions,Alzheimers,CAUSES,17
Prostaglandins,Hypertension,CAUSES,15
PS2_protein_alzheimer_associated_PSEN2,Alzheimers,CAUSES,10
PSEN1,Alzheimers,CAUSES,15
Rare_Diseases,Hypertension,CAUSES,11
Reactive_Oxygen_Species,Alzheimers,CAUSES,20
Reactive_Oxygen_Species,Hypertension,CAUSES,38
receptor,Alzheimers,CAUSES,26
receptor,Hypertension,CAUSES,27
Recombinant_Erythropoietin,Hypertension,CAUSES,26
Renal_artery_occlusion,Hypertension,CAUSES,12
Renal_Artery_Stenosis,Hypertension,CAUSES,247
Renal_infarction,Hypertension,CAUSES,14
Renal_ischaemia,Hypertension,CAUSES,44
Renal_vascular_disorders_NOS,Hypertension,CAUSES,58
Renin,Hypertension,CAUSES,30
Saline,Hypertension,CAUSES,11
Salts,Hypertension,CAUSES,123
scopolamine,Alzheimers,CAUSES,34
Sensory_denervation_disorder,Hypertension,CAUSES,17
Serotonin,Hypertension,CAUSES,14
Single_Nucleotide_Polymorphism,Alzheimers,CAUSES,10
Sleep_Apnea_Obstructive,Hypertension,CAUSES,115
Sleep_Apnea_Syndromes,Hypertension,CAUSES,21
Sodium,Hypertension,CAUSES,75
Sodium_Chloride,Hypertension,CAUSES,535
Sodium_Chloride_Dietary,Hypertension,CAUSES,53
sorafenib,Hypertension,CAUSES,11
Stenosis,Hypertension,CAUSES,57
Stenosis_unspecified,Hypertension,CAUSES,19
Steroids,Hypertension,CAUSES,47
Stimulus,Hypertension,CAUSES,15
Streptozocin,Alzheimers,CAUSES,86
Streptozocin,Hypertension,CAUSES,14
Study_models,Alzheimers,CAUSES,69
Study_models,Hypertension,CAUSES,69
Substance,Hypertension,CAUSES,20
SUCLA2_gene_SUCLA2,Alzheimers,CAUSES,66
Sugars,Hypertension,CAUSES,13
Superoxides,Hypertension,CAUSES,13
Tacrolimus,Hypertension,CAUSES,19
Takayasu_s_Arteritis,Hypertension,CAUSES,23
tau_Proteins,Alzheimers,CAUSES,27
Testosterone,Hypertension,CAUSES,10
Thrombosis,Hypertension,CAUSES,18
TNF_protein_human_TNF,Hypertension,CAUSES,10
Tourniquets,Hypertension,CAUSES,13
Toxic_effect,Alzheimers,CAUSES,49
Toxic_effect,Hypertension,CAUSES,14
Transplantation,Hypertension,CAUSES,15
Traumatic_Brain_Injury,Alzheimers,CAUSES,30
Unilateral_nephrectomy,Hypertension,CAUSES,16
Unilateral_renal_artery_stenosis,Hypertension,CAUSES,11
Uric_Acid,Hypertension,CAUSES,18
vascular_factor,Alzheimers,CAUSES,13
Vasoconstrictor_Agents,Hypertension,CAUSES,14
Vasodilation_disorder,Hypertension,CAUSES,12
Vasospasm,Hypertension,CAUSES,33
Virus,Alzheimers,CAUSES,18
Vitamin_D_Deficiency,Hypertension,CAUSES,13
Water,Hypertension,CAUSES,15
Wounds_and_Injuries,Hypertension,CAUSES,12
Zinc,Alzheimers,CAUSES,11
