"Node","SCC_ID","SCC_Size"
"Levodopa",313,1
"Leukotriene_D4",314,1
"Leukopenia",315,1
"Leukoencephalopathy",316,1
"Leptin_LEP",317,1
"Left_ventricular_systolic_dysfunction",318,1
"LRRK2_gene_LRRK2",319,1
"Kidney_Transplantation",320,1
"Ketamine",321,1
"Juxtaglomerular_tumor",322,1
"Isoproterenol",323,1
"Isoflurane",324,1
"Iron",325,1
"Ions",326,1
"Ionizing_radiation",327,1
"Intubation_Intratracheal",328,1
"Intestinal_Microbiome",329,1
"Interventional_procedure",330,1
"Interleukin_1_beta",331,1
"Insulin",332,1
"Injections_Intraperitoneal",333,1
"Injection_procedure",334,1
"Injection",335,1
"Infusion_procedures",336,1
"Influenza",337,1
"Inflammasomes",338,1
"Pyroptosis",339,1
"Infectious_agent",340,1
"Implants",341,1
"Implantation_procedure",342,1
"Impaired_cognition",343,1
"Immunosuppressive_Agents",344,1
"Immunologic_Deficiency_Syndromes",345,1
"Immune_response",346,1
"Immune_Tolerance",347,1
"Immobilization",348,1
"IMPACT_gene",349,1
"Hypothyroidism",350,1
"Hypoplasia",351,1
"Hyperuricemia",352,1
"Hypertension_Renovascular",353,1
"Hypersensitivity",354,1
"Hyperphagia",355,1
"Hyperparathyroidism_Primary",356,1
"Hyperparathyroidism",357,1
"Hypernatremia",358,1
"Hypercholesterolemia_Familial",359,1
"Hyperaldosteronism",360,1
"Hydrogen_Peroxide",361,1
"Hydrocortisone",362,1
"Huntington_Disease",363,1
"Human_cells",364,1
"Human_Papillomavirus",365,1
"Hormones",366,1
"Histamine",367,1
"Herpesvirus_1_Human",368,1
"Herpesviridae",369,1
"Hepatolenticular_Degeneration",370,1
"Hepatitis_C_virus",371,1
"Hepatitis_C",372,1
"Hepatitis_B_Virus",373,1
"Hepatitis_B",374,1
"Hepatitis",375,1
"Hemorrhagic_Fevers_Viral",376,1
"Hemorrhage",377,1
"Hemolytic_Uremic_Syndrome",378,1
"Helicobacter_pylori",379,1
"Heart_Arrest",380,1
"Hantavirus",381,1
"Halothane",382,1
"Haemophilus_influenzae",383,1
"HIV_Infections",384,1
"HIV",385,1
"Growth_arrest",386,1
"Gram_Negative_Bacteria",387,1
"Glycyrrhizic_Acid",388,1
"Glycosylation_End_Products_Advanced",389,1
"Glycogen_Synthase_Kinase_3",390,1
"Glycerol",391,1
"Glutamate",392,1
"Glucose",393,1
"Glucocorticoids",394,1
"loss_bone",395,1
"Muscular_Atrophy",396,1
"Glucocorticoid_remediable_aldosteronism",397,1
"Glomerulonephritis",398,1
"Glaucoma",399,1
"Germ_Line_Mutation",400,1
"Genus_Mycobacterium",401,1
"Genes",402,1
"Hereditary_Diseases",403,1
"Gene_Mutation",404,1
"Gaucher_Disease",405,1
"Gastroesophageal_reflux_disease",406,1
"Galactosamine",407,1
"Fungi",408,1
"Fructose",409,1
"Freund_s_Adjuvant",410,1
"Free_Radicals",411,1
"Fracture",412,1
"Formalin",413,1
"Foreign_Bodies",414,1
"Food",415,1
"Fluorouracil",416,1
"Fluid_overload",417,1
"Flavivirus",418,1
"Fibrosis_Liver",419,1
"Fibromuscular_Dysplasia",420,1
"Fever",421,1
"Fentanyl",422,1
"Febrile_neutropenia",423,1
"Fatty_Acids_Nonesterified",424,1
"Fatty_Acids",425,1
"Familial_disease",426,1
"Familial_Mediterranean_Fever",427,1
"Familial_Alzheimer_s_disease",428,1
"Falls",429,1
"Fabry_Disease",430,1
"FRAGMENTS",431,1
"FGFR3_gene_FGFR3",432,1
"Experimental_Autoimmune_Encephalomyelitis",433,1
"Exocytosis",434,1
"Excision",435,1
"Etomidate",436,1
"Ethanol",437,1
"cell_injury",438,1
"Ulcer",439,1
"Stress",440,1
"Sedation",441,1
"Liver_damage",442,1
"Lesion_of_stomach",443,1
"Lesion",444,1
"Injury_of_stomach",445,1
"Hepatotoxicity",446,1
"Gastric_ulcer",447,1
"Gastric_mucosal_lesion",448,1
"Estrogens",449,1
"Malignant_neoplasm_of_breast",450,1
"Escherichia_coli",451,1
"Erythropoietin",452,1
"Epinephrine",453,1
"Platelet_aggregation",454,1
"Epilepsy",455,1
"Enzymes",456,1
"Inactivation",457,1
"Endotoxins",458,1
"Endotoxemia",459,1
"Endothelin_1",460,1
"Endothelin",461,1
"Endopeptidases",462,1
"Endocrine_System_Diseases",463,1
"Encephalitis",464,1
"Emotional_Stress",465,1
"Embolization_Therapeutic",466,1
"Embolism",467,1
"ERCC8_CSH1_HSPA9",468,1
"Drinking_Water",469,1
"Doxorubicin",470,1
"Down_Syndrome",471,1
"Down_Regulation",472,1
"Dopamine_Receptor",473,1
"Dopamine",474,1
"Dissociation",475,1
"Disease_Progression",476,1
"Dinoprostone",477,1
"Dinoprost",478,1
"Diet_Protein_Restricted",479,1
"Diet_High_Fat",480,1
"Dysbiosis",481,1
"Diet",482,1
"hypercholesterolemia",483,1
"Steatohepatitis_non_alcoholic",484,1
"Nonalcoholic_Steatohepatitis",485,1
"Non_alcoholic_Fatty_Liver_Disease",486,1
"Mouse_Model",487,1
"Hyperlipidemia",488,1
"Hyperhomocysteinemia",489,1
"Glucose_Intolerance",490,1
"Fatty_degeneration",491,1
"Dyslipidemias",492,1
"Diarrheal_disorder",493,1
"Diarrhea",494,1
"Diabetes_Mellitus_Insulin_Dependent",495,1
"Dextran_Sulfate_Sodium",496,1
"Dextran_Sulfate",497,1
"Dextran",498,1
"Dexamethasone",499,1
"Deterioration",500,1
"Detection",501,1
"Depressive_disorder",502,1
"Dependence",503,1
"Deoxycorticosterone",504,1
"Dengue_Virus",505,1
"Denervation",506,1
"Dementia",507,1
"Degenerative_polyarthritis",508,1
"Death_finding",509,1
"Deafness",510,1
"DOCA",511,1
"DNA_Mitochondrial",512,1
"DNA_Damage",513,1
"DNA",514,1
"DELETION",515,1
"Cytopathic_effect",516,1
"Cytomegalovirus",517,1
"Cytokinesis_of_the_fertilized_ovum",518,1
"Cystic_Fibrosis",519,1
"Cyclosporine",520,1
"NEPHROTOXICITY",521,1
"Gingival_Overgrowth",522,1
"Cyclophosphamide",523,1
"Cosmetic_procedure",524,1
"Corticotropin",525,1
"Corticosterone",526,1
"Coronavirus_Infections",527,1
"Coronary_Occlusion",528,1
"Coronary_Artery_Vasospasm",529,1
"Copper",530,1
"Contrast_Media",531,1
"Contraceptives_Oral",532,1
"Constriction_procedure",533,1
"Connective_Tissue_Diseases",534,1
"Conn_Syndrome",535,1
"Secondary_hypertension",536,1
"Congenital_Disorders",537,1
"Congenital_Abnormality",538,1
"Concanavalin_A",539,1
"Compression_procedure",540,1
"Communicable_Diseases",541,1
"Cocaine",542,1
"Hyperactive_behavior",543,1
"Closure_by_clamp",544,1
"Clipping",545,1
"Clip",546,1
"Cisplatin",547,1
"Cigarette_smoke",548,1
"Chymosin_REN",549,1
"Chronic_infectious_disease",550,1
"Chronic_Obstructive_Airway_Disease",551,1
"Chronic_Disease",552,1
"Cholesterol",553,1
"Cholestasis",554,1
"Chlorpyrifos",555,1
"Chemokine_C_C_Motif_Ligand_4_CCL4",556,1
"Chemicals",557,1
"Charcot_Marie_Tooth_Disease",558,1
"Cervical_Ripening",559,1
"Cerebrospinal_Fluid",560,1
"Cerebral_Amyloid_Angiopathy",561,1
"Catecholamines",562,1
"Cardiovascular_arteriosclerosis_unspecified",563,1
"Cardiotoxicity",564,1
"Cardiopulmonary_Bypass",565,1
"Cardiomyopathy_Dilated",566,1
"Cardiomyopathies_Primary",567,1
"Carcinogens",568,1
"Carbon_tetrachloride_homeopathic_preparation",569,1
"Carbon_Tetrachloride",570,1
"Carbachol",571,1
"Capsaicin",572,1
"Candidate_Disease_Gene",573,1
"Calcium",574,1
"Calcineurin_inhibitor",575,1
"Caffeine",576,1
"Cadmium",577,1
"CRYGC_CRYGEP",578,1
"COLLAGENASE",579,1
"CD69_protein_human_CD69",580,1
"CA2",581,1
"Bronchiolitis",582,1
"Brain_Injuries",583,1
"Bradykinin",584,1
"Bone_necrosis",585,1
"Blood_Pressure_Monitoring_Ambulatory",586,1
"Blood_Coagulation_Disorders",587,1
"Bleomycin",588,1
"Blast",589,1
"Traumatic_Brain_Injury",590,1
"Bilateral_renal_artery_stenosis",591,1
"Begomovirus",592,1
"Banding_procedure",593,1
"Bacterial_Vaginosis",594,1
"Bacterial_Infections",595,1
"Bacteria",596,1
"Autosomal_Recessive_Disorder",597,1
"Autosomal_Dominant_Disorder",598,1
"Autonomic_Dysreflexia",599,1
"Autoimmune_Diseases",600,1
"Autoantibodies",601,1
"Atherosclerotic_renal_artery_stenosis",602,1
"Ataxia_Telangiectasia",603,1
"Aspirin",604,1
"Aspiration_Pneumonia",605,1
"Asphyxia",606,1
"Asbestos",607,1
"Arthritis",608,1
"Arsenic",609,1
"Argipressin",610,1
"Arginine",611,1
"Pancreatitis",612,1
"Arboviruses",613,1
"Apolipoprotein_E_APOE",614,1
"Apolipoprotein_E4",615,1
"Aortic_coarctation",616,1
"Antipsychotic_Agents",617,1
"Antioxidants",618,1
"Antihypertensive_Agents",619,1
"Antigens",620,1
"Antibodies",621,1
"Anti_Inflammatory_Agents_Non_Steroidal",622,1
"Angiotensins",623,1
"Angiotensin_II",624,1
"Water_consumption",625,1
"Oxidative_Stress",626,1
"Hypertensive",627,1
"Angiogenesis_Inhibitors",628,1
"Aneurysm_Dissecting",629,1
"Androgens",630,1
"Anaphylaxis",631,1
"Anabolism",632,1
"Amyotrophic_Lateral_Sclerosis",633,1
"Amyloidosis",634,1
"Amyloid_beta_Protein_Precursor",635,1
"Amyloid_beta_Peptides",636,1
"Amyloid_beta",637,1
"Amyloid_Fibrils",638,1
"Amyloid",639,1
"Amnesia",640,1
"Amino_Acid_Substitution",641,1
"Alopecia",642,1
"Alloxan",643,1
"Allergens",644,1
"Aldosterone",645,1
"Agent",646,1
"Occupational_asthma",647,1
"Adverse_reactions",648,1
"Adverse_event",649,1
"Adverse_drug_effect",650,1
"Advance",651,1
"Adriamycin",652,1
"Adrenoleukodystrophy",653,1
"Adrenergic_Receptor",654,1
"Adrenal_adenoma",655,1
"Adrenal_Gland_Neoplasms",656,1
"Adrenal_Cortical_Adenoma",657,1
"Cushing_Syndrome",658,1
"Adrenal_Cortex_Hormones",659,1
"Osteoporosis",660,1
"Administration_Oral",661,1
"Adhesions",662,1
"Acute_inflammation",663,1
"Acute_Lung_Injury",664,1
"Acute_Erythroblastic_Leukemia",665,1
"Acquired_Immunodeficiency_Syndrome",666,1
"Aconitine",667,1
"Acids",668,1
"Acetylcholinesterase",669,1
"Acetylcholine",670,1
"Acetate",671,1
"Acetaminophen",672,1
"Injury",673,1
"Neuropathic_pain",674,1
"Hyperplasia",675,1
"ATPase_Aminophospholipid_Transporter_Like_Class_I_Type_8A_Member_2_ATP8A2",676,1
"ATM_gene_ATM",677,1
"APP_protein_human",678,1
"APP_gene",679,1
"cytotoxicity",680,1
"Cell_Death",681,1
"Apoptosis",682,1
"9_10_Dimethyl_1_2_benzanthracene",683,1
"Neoplasm_Metastasis",685,1
"Hypercalcemia",686,1
"20_hydroxy_5_8_11_14_eicosatetraenoic_acid",687,1
"2019_novel_coronavirus",688,1
"COVID_19",689,1
"Telemedicine",690,1
"Severe_Acute_Respiratory_Syndrome",691,1
"Respiratory_Distress_Syndrome_Adult",692,1
"Pneumonia",693,1
"Cytokine_Storm",694,1
"Challenge",695,1
"1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine",696,1
"Nerve_Degeneration",697,1
"1_4_dioxin",698,1
"Toxic_effect",699,1
"Senile_dementia",701,1
"Senile_Plaques",702,1
"Neurofibrillary_Tangles",703,1
"Memory_Loss",704,1
"Lewy_Body_Disease",705,1
"Evaluation_procedure",706,1
"Evaluation",707,1
"Respiratory_Failure",708,1
"Pain",709,1
"Stroke_Acute",710,1
"Hydrocephalus",711,1
"Cerebral_Ischemia",712,1
"Cerebral_Infarction",713,1
"Acute_myocardial_infarction",714,1
"Liver_diseases",715,1
"Infertility",716,1
"Chronic_pain",717,1
"Chronic_liver_disease_NOS",718,1
"end_organ_damage",719,1
"Ventricular_hypertrophy",720,1
"Ventricular_Dysfunction_Left",721,1
"Purpura_Thrombotic_Thrombocytopenic",722,1
"Pulmonary_Edema",723,1
"Proteinuria",724,1
"Premature_Birth",725,1
"Pregnancy",726,1
"Posterior_reversible_encephalopathy_syndrome",727,1
"Pathological_Dilatation",728,1
"Metabolic_Diseases",729,1
"Fatty_Liver",730,1
"Nephrosclerosis",731,1
"Myocardial_fibrosis",732,1
"Myocardial_dysfunction",733,1
"Lack_of_sensation",734,1
"Labor_Childbirth",735,1
"cardiac_arrhythmia",736,1
"Ventricular_arrhythmia",737,1
"Ventricular_Fibrillation",738,1
"Necrosis",739,1
"Kidney_Failure_Acute",740,1
"Intracranial_Hemorrhages",741,1
"hypoglycemia",742,1
"Infarction",743,1
"Pulmonary_arterial_hypertension",744,1
"Hypertrophy_Left_Ventricular",745,1
"Hypertrophic_Cardiomyopathy",746,1
"Death_Sudden_Cardiac",747,1
"Death_Sudden",748,1
"Hypertensive_heart_disease_NOS",749,1
"Hypertension_Pulmonary",750,1
"Right_ventricular_failure",751,1
"Headache",752,1
"Growth",753,1
"Glomerulosclerosis",754,1
"Hypertension_Portal",755,1
"Extravasation",756,1
"Erectile_dysfunction",757,1
"Encephalopathies",758,1
"Edema",759,1
"Dissection_of_aorta",760,1
"Diastolic_dysfunction",761,1
"Anemia",762,1
"Diagnosis",763,1
"End_stage_renal_failure",764,1
"Dementia_Vascular",765,1
"Coronary_heart_disease",766,1
"Congestive_heart_failure",767,1
"Chronic_heart_failure",768,1
"Cerebrovascular_Disorders",769,1
"Cerebral_hemisphere_hemorrhage",770,1
"Cerebral_Hemorrhage",771,1
"Cerebral_Edema",772,1
"Cardiovascular_morbidity",773,1
"Cardiac_complication",774,1
"Brain_hemorrhage",775,1
"Brain_Edema",776,1
"Blood_Pressure",777,1
"Ischemic_stroke",778,1
"Hospital_admission",779,1
"Hospitalization",780,1
"Abdominal_compartment_syndrome",781,1
"Hemiplegia",782,1
"Hemiparesis",783,1
"Disability_NOS",784,1
"Autoimmune",785,1
"Blind_Vision",786,1
"Cessation_of_life",787,1
"Aging",788,1
