"Node","Type","In_Degree","Out_Degree","Total_Degree"
"MAPT","regular",0,1,1
"MAPT_protein_human_MAPT","regular",0,1,1
"Memory_impairment","regular",0,1,1
"Mental_deterioration","regular",0,1,1
"Metals","regular",0,1,1
"MicroRNAs","regular",0,1,1
"Molecule","regular",0,1,1
"Mutation","regular",0,1,1
"Need_for_isolation","regular",0,1,1
"Nerve_Degeneration","regular",0,1,1
"Neurotoxins","regular",0,1,1
"Nicotinic_Receptors","regular",0,1,1
"Nitric_Oxide","regular",0,1,1
"Okadaic_Acid","regular",0,1,1
"Oxidation","regular",0,1,1
"Oxidative_Stress","regular",0,1,1
"PS2_protein_alzheimer_associated_PSEN2","regular",0,1,1
"PSEN1","regular",0,1,1
"Pathogenesis","regular",0,1,1
"Pathologic_Processes","regular",0,1,1
"Peptides","regular",0,1,1
"Players","regular",0,1,1
"Polymorphism_Genetic","regular",0,1,1
"Premature_Cardiac_Complex","regular",0,1,1
"Prions","regular",0,1,1
"Process","regular",0,1,1
"Proteins","regular",0,1,1
"Reactive_Oxygen_Species","regular",0,1,1
"SUCLA2_gene_SUCLA2","regular",0,1,1
"Single_Nucleotide_Polymorphism","regular",0,1,1
"Sinus_rhythm","regular",0,1,1
"Sleep_Apnea_Obstructive","regular",0,1,1
"Thyrotoxicosis","regular",0,1,1
"Toxic_effect","regular",0,1,1
"Transesophageal_cardiac_pacing_procedure","regular",0,1,1
"Traumatic_Brain_Injury","regular",0,1,1
"Vascular_Diseases","regular",0,1,1
"Virus","regular",0,1,1
"Zinc","regular",0,1,1
"aluminum","regular",0,1,1
"aluminum_chloride","regular",0,1,1
"angiotensin_II","regular",0,1,1
"apolipoprotein_E_4_APOE","regular",0,1,1
"beta_site_APP_cleaving_enzyme_1_BACE1","regular",0,1,1
"cytokine","regular",0,1,1
"galactose","regular",0,1,1
"gamma_secretase","regular",0,1,1
"gene_therapy","regular",0,1,1
"homocysteine","regular",0,1,1
"imbalance","regular",0,1,1
"neuron_loss","regular",0,1,1
"neuronal","regular",0,1,1
"presenilin","regular",0,1,1
"presenilin_1","regular",0,1,1
"presenilin_1_PSEN1","regular",0,1,1
"receptor","regular",0,1,1
"scopolamine","regular",0,1,1
"streptozocin","regular",0,1,1
"tau_Proteins","regular",0,1,1
"tau_Proteins_MAPT","regular",0,1,1
"vascular_factor","regular",0,1,1
