"Node","Type","In_Degree","Out_Degree","Total_Degree","Betweenness","Closeness","PageRank","In_Cycle","SCC_ID","SCC_Size","cui","semtype"
"APP_gene","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,130,1,"C1364818","aapp"
"APP_gene","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,130,1,"C1364818","gngm"
"APP_protein_human","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,129,1,"C0611285","bacs"
"APP_protein_human","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,129,1,"C0611285","aapp"
"APP_protein_human","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,129,1,"C0611285","gngm"
"Atrial_effective_refractory_period","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,111,1,"C0428938","fndg"
"Atrial_Fibrillation","exposure",32,21,53,3353.5,0.0023696682464455,0.0684096219036267,TRUE,131,17,"C0004238","patf"
"Atrial_Fibrillation","exposure",32,21,53,3353.5,0.0023696682464455,0.0684096219036267,TRUE,131,17,"C0004238","dsyn"
"Atrial_Premature_Complexes","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,112,1,"C0033036","dsyn"
"Atrial_Remodeling","regular",1,1,2,0,0.00168350168350168,0.0047336951475958,TRUE,131,17,"C3658220","patf"
"Atrophic","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C0333641","patf"
"beta_site_APP_cleaving_enzyme_1_BACE1","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,18,1,NA,NA
"Brain_Injuries","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,110,1,"C0270611","inpo"
"Cardiac_ablation","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,109,1,"C0162563","topp"
"Cardioembolic_stroke","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,153,1,"C1531624","dsyn"
"Cardiomyopathies","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,152,1,"C0878544","dsyn"
"Cardiovascular_morbidity","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,151,1,"C1301700","dsyn"
"Cerebral_Amyloid_Angiopathy","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,108,1,"C0085220","dsyn"
"Cerebral_atrophy","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C0235946","dsyn"
"Cerebral_Embolism","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,150,1,"C0007780","dsyn"
"Cerebral_Infarction","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,149,1,"C0007785","dsyn"
"Cerebrospinal_Fluid","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,107,1,"C0007806","bdsu"
"Cerebrovascular_accident","regular",1,1,2,0,0.00168350168350168,0.0047336951475958,TRUE,131,17,"C0038454","dsyn"
"Cessation_of_life","regular",2,0,2,0,0.00290697674418605,0.0154312678995412,FALSE,157,1,"C0011065","orgf"
"Cholesterol","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,106,1,"C0008377","bacs"
"Cholesterol","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,106,1,"C0008377","strd"
"Cholesterol","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,106,1,"C0008377","orch"
"Chronic_inflammation","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,105,1,"C0021376","patf"
"Complication","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,148,1,"C0009566","patf"
"Congestive_heart_failure","regular",1,1,2,0,0.00168350168350168,0.0047336951475958,TRUE,131,17,"C0018802","dsyn"
"Copper","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,104,1,"C0009968","bacs"
"Copper","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,104,1,"C0009968","phsu"
"Copper","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,104,1,"C0009968","elii"
"cytokine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,17,1,"C0079189","imft"
"cytokine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,17,1,"C0079189","aapp"
"cytokine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,17,1,"C0079189","gngm"
"Degenerative_abnormality","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,NA,NA
"Dementia","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,102,1,"C0497327","mobd"
"Dementia_Vascular","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,156,1,"C0011269","dsyn"
"Deterioration","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,101,1,"C0868945","phpr"
"Diabetes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,100,1,"C0011847","dsyn"
"Diabetes_Mellitus_Non_Insulin_Dependent","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,99,1,"C0011860","dsyn"
"Diagnosis","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,155,1,"C0011900","diap"
"Diagnosis","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,155,1,"C0011900","hlca"
"Diet","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,98,1,"C0012155","food"
"Disability_NOS","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,154,1,"C0231170","patf"
"Disease","regular",2,2,4,1690,0.00290697674418605,0.0154312678995389,TRUE,131,17,"C0012634","dsyn"
"DNA_Mitochondrial","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,103,1,"C0012929","nnon"
"DNA_Mitochondrial","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,103,1,"C0012929","bacs"
"Down_Syndrome","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,97,1,"C0013080","cgab"
"Down_Syndrome","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,97,1,"C0013080","dsyn"
"Electric_Countershock","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,96,1,"C0013778","topp"
"Embolic_stroke","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,147,1,"C0262469","dsyn"
"Endopeptidases","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,95,1,"C0030946","gngm"
"Endopeptidases","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,95,1,"C0030946","enzy"
"Endopeptidases","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,95,1,"C0030946","phsu"
"Endopeptidases","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,95,1,"C0030946","aapp"
"Enzymes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,94,1,"C0014442","orch"
"Enzymes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,94,1,"C0014442","aapp"
"Enzymes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,94,1,"C0014442","enzy"
"Enzymes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,94,1,"C0014442","gngm"
"Evaluation","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,138,1,"C0220825","hlca"
"Evaluation_procedure","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,137,1,NA,NA
"Fibrosis","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,146,1,"C0016059","patf"
"FRAGMENTS","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,93,1,"C0486805","bdsu"
"Free_Radicals","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,92,1,"C0016693","bacs"
"Free_Radicals","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,92,1,"C0016693","chvs"
"Free_Radicals","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,92,1,"C0016693","inch"
"Functional_disorder","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C0277785","patf"
"Functional_mitral_regurgitation","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,145,1,"C0340369","dsyn"
"galactose","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,16,1,"C0016945","bacs"
"galactose","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,16,1,"C0016945","orch"
"galactose","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,16,1,"C0016945","carb"
"galactose","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,16,1,"C0016945","irda"
"gamma_secretase","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,15,1,"C0379528","gngm"
"gamma_secretase","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,15,1,"C0379528","aapp"
"gamma_secretase","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,15,1,"C0379528","enzy"
"Gene_Mutation","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,91,1,"C0596611","genf"
"gene_therapy","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,14,1,"C0017296","topp"
"Genes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,90,1,"C0017337","aapp"
"Genes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,90,1,"C0017337","gngm"
"Glycogen_Synthase_Kinase_3","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,89,1,"C0244989","aapp"
"Glycogen_Synthase_Kinase_3","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,89,1,"C0244989","gngm"
"Glycogen_Synthase_Kinase_3","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,89,1,"C0244989","enzy"
"Glycosylation_End_Products_Advanced","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,88,1,NA,NA
"Heart_Diseases","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,87,1,"C0018799","dsyn"
"Heart_failure","regular",1,1,2,0,0.00168350168350168,0.0047336951475958,TRUE,131,17,"C0018801","dsyn"
"Herpesvirus_1_Human","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,86,1,"C0206679","virs"
"homocysteine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,13,1,"C0019878","aapp"
"homocysteine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,13,1,"C0019878","gngm"
"homocysteine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,13,1,"C0019878","bacs"
"Hospitalization","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,144,1,"C0019993","hlca"
"Hypertensive_disease","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,85,1,"C0020538","dsyn"
"Hyperthyroidism","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,84,1,"C0020550","dsyn"
"Hypoxia","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,83,1,"C0242184","patf"
"imbalance","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,12,1,"C1397014","sosy"
"IMPACT_gene","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,82,1,"C1825598","aapp"
"IMPACT_gene","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,82,1,"C1825598","gngm"
"Impaired_cognition","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,81,1,"C0338656","fndg"
"Impaired_cognition","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,81,1,"C0338656","mobd"
"Induction","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,80,1,"C0857127","topp"
"Inflammasomes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,79,1,"C2936529","gngm"
"Inflammasomes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,79,1,"C2936529","aapp"
"Inflammasomes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,79,1,"C2936529","bacs"
"Inflammation","regular",1,2,3,1140,0.00290697674418605,0.0126623070129636,TRUE,131,17,"C0021368","patf"
"Inflammatory_Response","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,78,1,"C1155266","patf"
"Injection","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,77,1,"C1272883","bodm"
"Injection_procedure","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,76,1,"C1533685","topp"
"Injury","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,75,1,"C0175677","inpo"
"Insulin_Resistance","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,74,1,"C0021655","patf"
"Intestinal_Microbiome","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,73,1,"C2985398","orgm"
"Ions","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,72,1,"C0022023","elii"
"Iron","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,71,1,"C0302583","bacs"
"Iron","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,71,1,"C0302583","phsu"
"Iron","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,71,1,"C0302583","elii"
"Ischemia","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,70,1,"C0022116","dsyn"
"Ischemia","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,70,1,"C0022116","patf"
"Ischemic_stroke","regular",1,0,1,0,0.00168350168350168,0.00473369514759682,FALSE,143,1,"C0948008","dsyn"
"Isolation_procedure","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,69,1,"C0204727","topp"
"Isoproterenol","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,68,1,"C0022245","phsu"
"Isoproterenol","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,68,1,"C0022245","orch"
"Lewy_Body_Disease","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,136,1,"C0752347","dsyn"
"Lipids","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,67,1,"C0023779","lipd"
"Lipids","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,67,1,"C0023779","orch"
"Lipopolysaccharides","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,66,1,"C0023810","lipd"
"Lipopolysaccharides","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,66,1,"C0023810","orch"
"MAPT","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,65,1,NA,NA
"MAPT_protein_human_MAPT","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,64,1,NA,NA
"Memory_impairment","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,63,1,"C0233794","mobd"
"Memory_Loss","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,135,1,"C0751295","sosy"
"Mental_deterioration","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,62,1,"C0234985","patf"
"Mental_deterioration","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,62,1,"C0234985","mobd"
"Metals","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,61,1,"C0025552","inch"
"MicroRNAs","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,60,1,"C1101610","bacs"
"MicroRNAs","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,60,1,"C1101610","nnon"
"Molecule","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,59,1,"C0567416","sbst"
"Mutation","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,58,1,"C0026882","genf"
"Need_for_isolation","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,57,1,"C0260397","fndg"
"Nerve_Degeneration","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,56,1,"C0027746","comd"
"Neurodegenerative_Disorders","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C0524851","dsyn"
"Neurofibrillary_Tangles","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C0085400","acab"
"neuron_loss","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,11,1,"C0598940","comd"
"neuronal","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,10,1,"C0521390","imft"
"Neurotoxins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,55,1,"C0027934","hops"
"Nicotinic_Receptors","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,54,1,"C0034830","rcpt"
"Nicotinic_Receptors","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,54,1,"C0034830","aapp"
"Nicotinic_Receptors","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,54,1,"C0034830","gngm"
"Nitric_Oxide","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,53,1,"C0028128","phsu"
"Nitric_Oxide","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,53,1,"C0028128","orch"
"Nitric_Oxide","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,53,1,"C0028128","inch"
"Nitric_Oxide","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,53,1,"C0028128","bacs"
"Obesity","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,52,1,"C0028754","dsyn"
"Okadaic_Acid","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,51,1,"C0069389","hops"
"Okadaic_Acid","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,51,1,"C0069389","orch"
"Oxidation","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,50,1,"C0030011","phpr"
"Oxidation","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,50,1,"C0030011","moft"
"Oxidative_Stress","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,49,1,"C0242606","comd"
"Parkinson_Disease","regular",1,1,2,0,0.00235849056603774,0.0126623070129636,TRUE,131,17,"C0030567","dsyn"
"Pathogenesis","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,46,1,"C0699748","patf"
"Pathologic_Processes","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,45,1,"C0030660","patf"
"Peptides","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,44,1,"C0030956","aapp"
"Peptides","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,44,1,"C0030956","gngm"
"Peptides","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,44,1,"C0030956","phsu"
"Pharmaceutical_Preparations","regular",0,2,2,0,0.00290697674418605,0.00196473426102146,FALSE,43,1,"C0013227","phsu"
"Players","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,42,1,"C5142959","sbst"
"Polymorphism_Genetic","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,41,1,NA,NA
"Premature_Cardiac_Complex","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,40,1,"C0340464","dsyn"
"presenilin","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,9,1,"C0872078","rcpt"
"presenilin","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,9,1,"C0872078","aapp"
"presenilin","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,9,1,"C0872078","gngm"
"presenilin_1","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,8,1,"C0299212","aapp"
"presenilin_1","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,8,1,"C0299212","bacs"
"presenilin_1","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,8,1,"C0299212","gngm"
"presenilin_1_PSEN1","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,7,1,NA,NA
"Prions","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,39,1,"C0033164","aapp"
"Prions","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,39,1,"C0033164","gngm"
"Process","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,38,1,"C1522240","phpr"
"Proteins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,37,1,"C0033684","bacs"
"Proteins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,37,1,"C0033684","aapp"
"Proteins","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,37,1,"C0033684","gngm"
"PS2_protein_alzheimer_associated_PSEN2","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,48,1,NA,NA
"PSEN1","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,47,1,NA,NA
"Reactive_Oxygen_Species","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,36,1,"C0162772","elii"
"Reactive_Oxygen_Species","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,36,1,"C0162772","bacs"
"receptor","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,6,1,"C0597357","aapp"
"receptor","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,6,1,"C0597357","gngm"
"receptor","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,6,1,"C0597357","rcpt"
"scopolamine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,5,1,"C0036442","phsu"
"scopolamine","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,5,1,"C0036442","orch"
"Senile_dementia","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,133,1,"C0011268","dsyn"
"Senile_Plaques","regular",1,0,1,0,0.00235849056603774,0.0126623070129659,FALSE,134,1,"C0333463","acab"
"Single_Nucleotide_Polymorphism","regular",0,1,1,0,0.00235849056603774,0.00196473426102146,FALSE,34,1,"C0752046","nusq"
"Sinus_rhythm","regular",0,1,1,0,0.00168350168350168,0.00196473426102146,FALSE,33,1,"C0232201","fndg"
