"Node","In_Degree","Out_Degree","Total_Degree","Betweenness"
"Proteinuria",15,2,17,0.000174983062049031
"Amyloid",0,17,17,0
"Glucose",0,17,17,0
"gene_therapy",0,17,17,0
"Accumulation",11,5,16,3.81690225842679e-06
"Hypersensitivity",15,1,16,4.62977740304387e-07
"Autoimmune_Diseases",11,5,16,3.3527932294219e-05
"Fetal_Growth_Retardation",13,3,16,0.000128080462282113
"Isoproterenol",0,16,16,0
"Liver_damage",15,0,15,0
"Pneumonia",8,7,15,0.000299883351809575
"Amyloid_beta_Peptides",0,15,15,0
"Exocytosis",15,0,15,0
"Chronic_Obstructive_Airway_Disease",9,6,15,3.86281486549548e-05
"Depressed_mood",14,1,15,2.40795155216052e-07
"Tissue_damage",11,3,14,1.03141294783559e-06
"Aldosterone",0,14,14,0
"Encephalopathies",13,1,14,5.3755311389677e-07
"Androgens",0,14,14,0
"Falls",13,1,14,2.47088944420065e-07
"Vascular_Diseases",8,6,14,6.87693340549926e-06
"Erectile_dysfunction",14,0,14,0
"Blind_Vision",13,1,14,7.04082257096574e-08
"Rheumatoid_Arthritis",8,6,14,0.000197101954077969
"Copper",0,14,14,0
"Pathogenesis",10,4,14,4.49199422677874e-05
"Embolism",2,12,14,0.000232974788207588
"Adhesions",11,2,13,2.16969068073833e-05
"loss_bone",13,0,13,0
"Cell_Proliferation",13,0,13,0
"Ventricular_Dysfunction_Left",7,6,13,1.97899425750112e-05
"Hyperlipidemia",8,5,13,1.35795913882149e-05
"Non_alcoholic_Fatty_Liver_Disease",10,3,13,4.27562039252952e-05
"Hemorrhage",3,10,13,1.39338813818511e-06
"Endothelin_1",0,13,13,0
"Reperfusion_Injury",3,10,13,4.58732740013518e-06
"Fructose",0,13,13,0
"Gene_Mutation",0,13,13,0
"Leptin_LEP",0,13,13,0
"Ouabain",0,13,13,0
"Hydronephrosis",11,1,12,0.00018799606759045
"APP_protein_human",0,12,12,0
"Abnormal_renal_function",11,1,12,1.70505023635882e-05
"Colitis",11,1,12,2.72683339715852e-06
"Conn_Syndrome",9,3,12,0.000245661190751632
"Infertility",11,1,12,6.85805939597246e-06
"Neuropathy",11,1,12,6.74102859450882e-07
"Aluminum",0,12,12,0
"Chronic_Disease",6,6,12,4.2848718515342e-05
"adenoma",2,10,12,1.06666474719221e-05
"Death_Sudden",11,1,12,0
"Tachycardia",8,4,12,2.13185987244437e-06
"Inflammatory_Bowel_Diseases",10,2,12,2.15198581292453e-05
"Depressive_disorder",12,0,12,0
"Muscular_Atrophy",12,0,12,0
"Diabetes_Mellitus_Insulin_Dependent",8,4,12,9.63092749825053e-07
"Hyperuricemia",8,4,12,0.000144606329705034
"Glycosylation_End_Products_Advanced",0,12,12,0
"Phenylephrine",0,12,12,0
"Testosterone",0,12,12,0
"Transplantation",0,12,12,0
"Acute_myocardial_infarction",5,6,11,3.81061331232387e-05
"Brain_Edema",9,2,11,5.40728061972943e-05
"Down_Regulation",11,0,11,0
"Signal_Transduction",11,0,11,0
"Coronary_heart_disease",5,6,11,4.93957125519394e-06
"Thrombus",2,9,11,0.000383292227116575
"Inactivation",11,0,11,0
"Chronic_heart_failure",9,2,11,1.89758718771765e-07
"Cisplatin",0,11,11,0
"Hereditary_Diseases",5,6,11,4.787969054179e-06
"Liver_diseases",9,2,11,2.67605622508e-06
"Inflammatory_disorder",7,4,11,2.25677340013882e-05
"Doxorubicin",0,11,11,0
"MAPT",0,11,11,0
"Neurotoxins",0,11,11,0
"Prions",0,11,11,0
"Purpura_Thrombotic_Thrombocytopenic",7,3,10,0.000133802707984543
"Thrombocytopenia",8,2,10,1.07959526856016e-05
"hypoglycemia",8,2,10,2.02734450974395e-06
"Airway_Obstruction",6,4,10,0.00018272917836857
"Injury_to_kidney_NOS",10,0,10,0
"Cerebral_hemisphere_hemorrhage",7,3,10,9.82627686940221e-05
"Aging",10,0,10,0
"Infiltration",7,3,10,7.17167366108107e-07
"Up_Regulation_Physiology",10,0,10,0
"Respiratory_Distress_Syndrome_Adult",7,3,10,9.23414186397549e-06
"Death_Sudden_Cardiac",9,1,10,0
"Ventricular_arrhythmia",9,1,10,3.14689460200648e-08
"Cerebral_Ischemia",5,5,10,7.30403651545303e-06
"Hydrocephalus",8,2,10,8.01628233682415e-06
"Cholesterol",0,10,10,0
"Fibrosis_Liver",9,1,10,1.10308879825989e-05
"Heart_Arrest",8,2,10,2.92523461923348e-06
"Constriction_procedure",0,10,10,0
"Mitral_Valve_Insufficiency",7,3,10,3.22891580240661e-06
"Corticosterone",0,10,10,0
"Dyslipidemias",5,5,10,1.76907233055237e-07
"Myocardial_dysfunction",8,2,10,1.62146134151641e-06
"Fatty_Liver",8,2,10,7.10380725530012e-06
"Vitamin_D_Deficiency",1,9,10,3.03758142109467e-07
"Embolization_Therapeutic",0,10,10,0
"Endotoxins",0,10,10,0
"Ventricular_Fibrillation",8,2,10,7.43660882263636e-08
"Hypertrophic_Cardiomyopathy",5,5,10,3.68536865451034e-05
"Hydrocortisone",0,10,10,0
"Intestinal_Microbiome",0,10,10,0
"Prostaglandins",0,10,10,0
"Superoxides",0,10,10,0
"Toxin",0,10,10,0
"alpha_Synuclein",0,10,10,0
"scopolamine",0,10,10,0
"Cataract",8,1,9,4.13375223029179e-07
"Glaucoma",6,3,9,6.70894577985332e-06
"Osteopenia",9,0,9,0
"Carcinogenesis",8,1,9,5.15836754813812e-06
"Cardiotoxicity",5,4,9,6.50820170144623e-07
"Virus_Diseases",2,7,9,1.55146478355864e-05
"Arthritis",7,2,9,5.61754631035829e-07
"Myocarditis",4,5,9,2.44596052825019e-06
"Dissociation",9,0,9,0
"hypercholesterolemia",4,5,9,7.88114379811953e-07
"Vasculitis",2,7,9,7.40257511793936e-05
"nervous_system_disorder",7,2,9,2.81691626397803e-06
"Spastic_syndrome",3,6,9,0.000160681372575324
"DNA_Mitochondrial",0,9,9,0
"Malignant_neoplasm_of_breast",6,3,9,5.39209040303447e-07
"Multiple_Sclerosis",5,4,9,2.64500755258997e-05
"Excitation",7,2,9,3.77329671280073e-07
"hypothermia_natural",7,2,9,2.92906625651735e-06
"Migraine_Disorders",6,3,9,0.00023204305628786
"Immobilization",0,9,9,0
"Injection",0,9,9,0
"Potassium",0,9,9,0
"SUCLA2_gene_SUCLA2",0,9,9,0
"Salts",0,9,9,0
"Cytokinesis_of_the_fertilized_ovum",8,0,8,0
"Vasodilation_disorder",7,1,8,4.676018482214e-05
"Adriamycin",0,8,8,0
"Communicable_Diseases",2,6,8,3.01872523375612e-06
"Hepatotoxicity",8,0,8,0
"Lung_diseases",5,3,8,5.87985226933229e-05
"NEPHROTOXICITY",5,3,8,2.56968788158581e-07
"Dementia",7,1,8,3.14914159516966e-05
"Amyotrophic_Lateral_Sclerosis",6,2,8,3.42120438737001e-06
"Autophagy",8,0,8,0
"Hypertrophy_Left_Ventricular",7,1,8,0
"Mouse_Model",8,0,8,0
"Oxidative_Damage",8,0,8,0
"Arginine",0,8,8,0
"Cerebral_Infarction",6,2,8,0
"Renal_Artery_Stenosis",3,5,8,0.000137802621026883
"Bacteria",0,8,8,0
"Intracranial_Hypertension",5,3,8,0.000212160696086034
"Fever",6,2,8,7.76786088600546e-08
"Swelling",7,1,8,2.24340459916725e-07
"Cholestasis",7,1,8,8.44717698300538e-06
"Chronic_inflammatory_disorder",1,7,8,8.60646035704773e-06
"Hypertension_Renovascular",6,2,8,1.39435909553068e-06
"Closure_by_clamp",0,8,8,0
"Coronary_Artery_Vasospasm",2,6,8,1.01648187699649e-06
"Hyperactive_behavior",8,0,8,0
"Tachycardia_Ventricular",6,2,8,1.67698924477137e-06
"Diarrhea",5,3,8,3.81881020177603e-05
"Herpesvirus_1_Human",0,8,8,0
"Inflammasomes",0,8,8,0
"Periodontitis",6,2,8,2.03300093152421e-06
"Okadaic_Acid",0,8,8,0
"Plasma",0,8,8,0
"Stimulus",0,8,8,0
"oxidized_low_density_lipoprotein",0,8,8,0
"particle",0,8,8,0
"Adverse_event",5,2,7,1.61664524918839e-06
"Morphologically_altered_structure",7,0,7,0
"Pulmonary_Fibrosis",5,2,7,1.16743359202176e-05
"Ulcer",6,1,7,7.30719594025233e-09
"Anabolism",7,0,7,0
"Responsive_Disease",5,2,7,3.39166143600252e-07
"Senility",6,1,7,3.72165192648403e-06
"uptake",7,0,7,0
"Antibodies",0,7,7,0
"Argipressin",0,7,7,0
"Banding_procedure",0,7,7,0
"Cardiomyopathy_Dilated",3,4,7,1.16003714287151e-06
"Pheochromocytoma",1,6,7,2.43470266576291e-07
"Deglutition_Disorders",5,2,7,3.47961752145144e-05
"Stiffness",5,2,7,3.35543838162859e-05
"Dehydration",4,3,7,1.82354260884691e-07
"Diabetic_Retinopathy",7,0,7,0
"Retinal_Diseases",6,1,7,1.66364916058926e-07
"Thromboembolism",1,6,7,1.07870226847885e-06
"Dissection",0,7,7,0
"Drinking_Water",0,7,7,0
"Absence_of_pain_sensation",7,0,7,0
"Glutamate",0,7,7,0
"Hydrogen_Peroxide",0,7,7,0
"Subarachnoid_Hemorrhage",3,4,7,3.01290797841533e-06
"Molecule",0,7,7,0
"Noise",0,7,7,0
"Paraquat",0,7,7,0
"Platelet_Activating_Factor",0,7,7,0
"Radiation_therapy",0,7,7,0
"Serum",0,7,7,0
"Substance_P",0,7,7,0
"Tetradecanoylphorbol_Acetate",0,7,7,0
"Zinc",0,7,7,0
"galactose",0,7,7,0
"sorafenib",0,7,7,0
"neuron_loss",5,1,6,6.34091632145786e-07
"Ablation",0,6,6,0
"Hypertensive",6,0,6,0
"Acids",0,6,6,0
"Acute_coronary_syndrome",4,2,6,1.1129649474769e-06
"Administration_Oral",0,6,6,0
"Myopathy",5,1,6,4.78546563681088e-08
"Peripheral_Neuropathy",5,1,6,3.99017483389603e-08
"Myocardial_fibrosis",5,1,6,8.95040565737987e-08
"Dementia_Vascular",6,0,6,0
"Nephrotic_Syndrome",4,2,6,0.000142552099904635
"Antigens",0,6,6,0
"Hyponatremia",4,2,6,2.63179764346752e-07
"Asbestos",0,6,6,0
"Cerebrovascular_Disorders",2,4,6,7.03133986725604e-06
"Bleomycin",0,6,6,0
"Cerebral_Hemorrhage",5,1,6,1.39125866615023e-07
"Blood_Coagulation_Disorders",4,2,6,3.62221198679404e-06
"Cytokine_Storm",3,3,6,9.83822275213007e-07
"Pulmonary_Embolism",4,2,6,5.45543422360203e-06
"Respiratory_Failure",4,2,6,1.35814379379312e-06
"Diastasis",6,0,6,0
"Tension",6,0,6,0
"Capsaicin",0,6,6,0
"Carcinogens",0,6,6,0
"Middle_Cerebral_Artery_Occlusion",2,4,6,2.76881554240656e-07
"Cigarette_smoke",0,6,6,0
"Renal_Insufficiency",4,2,6,4.59283524727063e-07
"Rhabdomyolysis",3,3,6,8.42208371115944e-08
"Intestinal_Obstruction",5,1,6,4.33448996348544e-07
"Coronary_Occlusion",0,6,6,0
"Cyclophosphamide",0,6,6,0
"Hemolytic_Uremic_Syndrome",2,4,6,1.05102930496899e-07
"DNA",0,6,6,0
"Denervation",0,6,6,0
"Hyperhomocysteinemia",3,3,6,1.36448318988438e-06
"Liver_Cirrhosis",5,1,6,7.85067390184774e-09
"Glomerulonephritis",1,5,6,6.98389766936525e-08
"Iron_Overload",2,4,6,2.68986991080103e-07
"Lupus_Erythematosus_Systemic",3,3,6,1.68881574132129e-07
"ERCC8_CSH1_HSPA9",0,6,6,0
"Erythropoietin_EPO",0,6,6,0
"Peritonitis",4,2,6,1.6473010572334e-07
"Hypercholesterolemia_Familial",2,4,6,1.99954963735766e-06
"Gentamicins",0,6,6,0
"Intracranial_Hemorrhages",4,2,6,0.000102167649960884
"Induction",0,6,6,0
"Injections_Intraperitoneal",0,6,6,0
"Kainic_Acid",0,6,6,0
"Hyperalgesia",6,0,6,0
"Methamphetamine",0,6,6,0
"NOS3_protein_human_NOS3",0,6,6,0
"Oxygen",0,6,6,0
"Spinal_Cord_Injuries",0,6,6,0
"Thrombin",0,6,6,0
"Uric_Acid",0,6,6,0
"Vaccines",0,6,6,0
"Venoms",0,6,6,0
"aluminum_chloride",0,6,6,0
"1_4_dioxin",0,5,5,0
"1_Methyl_4_phenyl_1_2_3_6_tetrahydropyridine",0,5,5,0
"2019_novel_coronavirus",0,5,5,0
"COGNITIVE_DEFICIT",5,0,5,0
"Chromosome_Pairing",5,0,5,0
"Abnormality_of_mitochondrial_metabolism",4,1,5,0
"Acetylcholine",0,5,5,0
"Adenosine",0,5,5,0
"Immune_Tolerance",5,0,5,0
"Bone_necrosis",5,0,5,0
"Intraocular_pressure_disorder",3,2,5,2.74876050126645e-07
"Hepatitis",3,2,5,5.23980536602035e-09
"Primary_carcinoma_of_the_liver_cells",4,1,5,0
"Respiration_Disorders",1,4,5,8.81412105592667e-08
"Respiratory_Tract_Infections",1,4,5,0
"Septic_Shock",3,2,5,1.24445377442983e-08
"Human_cells",5,0,5,0
"Renal_fibrosis",3,2,5,1.33328955506064e-07
"X_Injury_of_blood_vessel_s_of_unspecified_body_region",3,2,5,1.6068903684123e-06
"Antibiotics",0,5,5,0
"Aortic_Valve_Insufficiency",3,2,5,7.92158230536602e-07
"Arachidonic_Acid",0,5,5,0
"Peripheral_Vascular_Diseases",2,3,5,6.95629333075116e-08
"Cardiovascular_morbidity",5,0,5,0
"Secondary_hypertension_NOS",5,0,5,0
"Bacterial_Infections",0,5,5,0
"Bradykinin",0,5,5,0
"Diabetic_Ketoacidosis",3,2,5,3.62721009389167e-08
"Multiple_Organ_Failure",4,1,5,2.92104092243663e-09
"Thrombophilia",3,2,5,3.68885086255595e-05
"follow_up",5,0,5,0
"Histopathology",4,1,5,1.31266924171686e-08
"Carrageenan",0,5,5,0
"Cerebral_Edema",3,2,5,4.64749149678234e-05
"Chemicals",0,5,5,0
"Chest_Pain",5,0,5,0
"Chronic_liver_disease_NOS",3,2,5,1.37635232329862e-07
"Chronic_pain",4,1,5,5.15296529148313e-07
"Wound_Healing",5,0,5,0
"Congenital_heart_disease",2,3,5,1.51518205830168e-07
"Contrast_Media",0,5,5,0
"Renal_glomerular_disease",1,4,5,3.65349916696004e-07
"Diabetes_Gestational",3,2,5,6.02032222280935e-07
"Diethylnitrosamine",0,5,5,0
"Immune_System_Diseases",4,1,5,6.16089891230221e-05
"Parkinsonian_Disorders",4,1,5,0
"Psoriasis",4,1,5,7.6129541247687e-06
"Tuberculosis",0,5,5,0
"Vomiting",3,2,5,1.75350108022989e-05
"Dissection_of_aorta",2,3,5,3.31205114170412e-05
"Hypokalemia",4,1,5,1.36208508089536e-07
"Hypotension",5,0,5,0
"Fatty_Acids_Nonesterified",0,5,5,0
"Fibromuscular_Dysplasia",0,5,5,0
"Growth_Factor",0,5,5,0
"Helicobacter_pylori",0,5,5,0
"Hepatitis_C_virus",0,5,5,0
"Histamine",0,5,5,0
"Hormones",0,5,5,0
"Hyperparathyroidism",4,1,5,9.84065700370948e-05
"Hyperthyroidism",2,3,5,1.00627879214906e-06
"Blood_flow",5,0,5,0
"Implantation_procedure",0,5,5,0
"Ulcerative_Colitis",3,2,5,7.63719658682291e-06
"Inflammation_Mediators",0,5,5,0
"Infusion_procedures",0,5,5,0
"Instability",3,2,5,2.85070004867727e-07
"Interleukin_1_beta",0,5,5,0
"Ketamine",0,5,5,0
"MAPT_protein_human_MAPT",0,5,5,0
"Materials",0,5,5,0
"Nanotubes_Carbon",0,5,5,0
"Nephrectomy",0,5,5,0
"Overweight",1,4,5,0
"Oxidopamine",0,5,5,0
"Rotenone",0,5,5,0
"Single_Nucleotide_Polymorphism",0,5,5,0
"Solutions",0,5,5,0
"Sugars",0,5,5,0
"Tacrolimus",0,5,5,0
"Transforming_Growth_Factor_beta",0,5,5,0
"Ureteral_obstruction",0,5,5,0
"sevoflurane",0,5,5,0
"1_Methyl_4_phenylpyridinium",0,4,4,0
"Death_finding",3,1,4,4.69022807906707e-08
"Abscess",3,1,4,5.07925867533433e-09
"Acrylamide",0,4,4,0
"Acute_Lung_Injury",2,2,4,2.31876444358372e-08
"Acute_heart_failure",1,3,4,5.38938062734724e-07
"Gastric_ulcer",4,0,4,0
"Ocular_Hypertension",4,0,4,0
"Adrenal_Cortical_Adenoma",2,2,4,1.27532044397105e-07
"Adrenal_adenoma",2,2,4,1.27532044397105e-07
"Adrenergic_Receptor",0,4,4,0
"Age_related_macular_degeneration",3,1,4,8.65582359402695e-07
"Encephalitis",3,1,4,1.98345467003929e-08
"Malaria",0,4,4,0
"Poisoning",2,2,4,3.87040431708182e-07
"Alcoholic_Liver_Diseases",2,2,4,2.45376543919281e-06
"Hypernatremia",3,1,4,0
"Allergens",0,4,4,0
"Alloxan",0,4,4,0
"Neurofibrillary_Tangles",3,1,4,0
"Ammonia",0,4,4,0
"Cognition_Disorders",4,0,4,0
"Neuroinflammation",4,0,4,0
"Amyloid_beta_Protein_Precursor",0,4,4,0
"Familial_Alzheimer_s_disease",4,0,4,0
"Cell_Growth",4,0,4,0
"Polycystic_Ovary_Syndrome",4,0,4,0
"Anesthetics",0,4,4,0
"Aortic_Aneurysm_Abdominal",3,1,4,6.3239030279556e-09
"Encounter_due_to_vagabond_status",3,1,4,0
"cell_motility",4,0,4,0
"release_of_sequestered_calcium_ion_into_cytoplasm",4,0,4,0
"Angiotensins",0,4,4,0
"Anorexia",3,1,4,5.111651405694e-07
"Anti_Inflammatory_Agents_Non_Steroidal",0,4,4,0
"Antipsychotic_Agents",0,4,4,0
"Aortic_Valve_Stenosis",0,4,4,0
"Asthenia",3,1,4,1.91852742893137e-09
"Stroke_Acute",2,2,4,1.39125866615023e-08
"Autonomic_Dysreflexia",3,1,4,9.81545600165918e-06
"Bile_Acids",0,4,4,0
"Body_Weight_decreased",4,0,4,0
"Bone_Diseases",4,0,4,0
"Cerebral_Palsy",3,1,4,4.6353632752369e-07
"Cardiac_complication",3,1,4,0
"Decreased_Immunologic_Activity_PE",3,1,4,0.000152193129168392
"Dyspnea",3,1,4,0
"Intervention_regimes",4,0,4,0
"Renal_tubular_disorder",4,0,4,0
"Toxic_nephropathy",3,1,4,2.60860999903168e-08
"Calcineurin_inhibitor",0,4,4,0
"Vascular_calcification",2,2,4,5.24482433667746e-08
"Carbon_Tetrachloride",0,4,4,0
"Shock_Cardiogenic",3,1,4,0
"Cerebral_Vasospasm",1,3,4,6.19742496739649e-08
"Chagas_Disease",0,4,4,0
"Chemokine_C_C_Motif_Ligand_4_CCL4",0,4,4,0
"Chronic_Stress",0,4,4,0
"Convulsions",3,1,4,1.69135057779563e-08
"Compartment_syndromes",3,1,4,1.05104520284784e-05
"Deep_Vein_Thrombosis",1,3,4,5.35099486980858e-09
"Jaundice_Obstructive",4,0,4,0
"Hernia",3,1,4,3.9217942446307e-08
"Infertility_Male",4,0,4,0
"Coronary_Stenosis",1,3,4,1.9532842795308e-06
"Graft_vs_Host_Disease",3,1,4,9.87439943136287e-09
"hearing_impairment",4,0,4,0
"Sensorineural_Hearing_Loss",4,0,4,0
"Spinal_Muscular_Atrophy",2,2,4,6.06605599997189e-08
"Degenerative_disorder",2,2,4,5.2235071910941e-07
"Dextran_Sulfate_Sodium",0,4,4,0
"Diabetic_Neuropathies",4,0,4,0
"Diabetic_Cardiomyopathies",2,2,4,2.72666551373178e-07
"Diastolic_dysfunction",2,2,4,9.75151956961988e-07
"Fatty_degeneration",4,0,4,0
"Fatty_deposition",3,1,4,0
"Glucose_Intolerance",4,0,4,0
"Growth_retardation",4,0,4,0
"Hyperphagia",3,1,4,0
"Iron_deficiency",3,1,4,2.09011459212609e-06
"Nonalcoholic_Steatohepatitis",3,1,4,8.09406228345392e-06
"Dinoprostone",0,4,4,0
"Fetal_Death",1,3,4,2.85930758335421e-08
"Hypertension_Portal",3,1,4,2.48439047526827e-09
"Immune_response",4,0,4,0
"Influenza",0,4,4,0
"Liver_Failure",3,1,4,1.49289282195666e-08
"Liver_Failure_Acute",2,2,4,6.79292583586231e-08
"Pancreatitis_Chronic",1,3,4,1.13012162286092e-07
"Pulmonary_arterial_hypertension",2,2,4,1.16200489291272e-07
"Uveitis",4,0,4,0
"Disorder_of_artery",1,3,4,1.14171349915391e-06
"Ecstasy_drug",0,4,4,0
"Endopeptidases",0,4,4,0
"Endothelin",0,4,4,0
"Endotoxemia",2,2,4,0
"Tumorigenesis",3,1,4,0
"Dependence",4,0,4,0
"Massive_hemorrhage",3,1,4,8.86900685794694e-09
"FRAGMENTS",0,4,4,0
"Fatty_Acids",0,4,4,0
"Systemic_Scleroderma",2,2,4,3.98187463341383e-08
"Focal_segmental_glomerulosclerosis",1,3,4,1.08114962626577e-07
"Food",0,4,4,0
"Huntington_Disease",3,1,4,2.64974305309188e-08
"Immunity",3,1,4,0
"HTT",0,4,4,0
